"AlmaLinux OS Kitten","10.20250930.0","af-south-1","ami-07df09aec964d5a21","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","af-south-1","ami-0a72fb6888ca6b792","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-east-1","ami-04bea79e8e13fd97a","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-east-1","ami-0bfab09933df573a7","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-northeast-1","ami-023540f2d609461b2","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-northeast-1","ami-083c623a5f5964270","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-northeast-2","ami-0f88ad9b7fe5af40b","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-northeast-2","ami-0d3dce04ee52f3c40","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-northeast-3","ami-00b39b6574f073edc","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-northeast-3","ami-0668c5ac72af9e93c","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-south-1","ami-00c1e04c6e881b07e","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-south-1","ami-0265d65956e1fbd33","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-south-2","ami-078096dd86a9fda43","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-south-2","ami-0b7ffacaefeee8dc7","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-1","ami-0a5c6a348a897116d","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-1","ami-0340f42b7165c9de9","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-2","ami-05c648d9b8c84aae2","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-2","ami-0ab0bbc2a12f8ea07","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-3","ami-0e13dd37da0dd8996","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-3","ami-0f4bb60336f807b14","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-4","ami-01b397cf932f738f0","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-4","ami-07e20e33cde655d5c","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-5","ami-0e9bda39d369b0d05","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-5","ami-008cab0b40a61ea62","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-7","ami-0c97403ff9a8664b8","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ap-southeast-7","ami-07cc17c357b2b5152","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ca-central-1","ami-04b5fa7644456834c","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ca-central-1","ami-098ab760bca42838a","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","ca-west-1","ami-0530c58b84a7626de","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","ca-west-1","ami-0fb990cfcf97ba09d","aarch64"
"AlmaLinux OS Kitten","10.20250930.0","eu-central-1","ami-0d6c23d866831243d","x86_64"
"AlmaLinux OS Kitten","10.20250930.0","eu-central-1","ami-003953d476f6bcda2","aarch64"
