"AlmaLinux OS Kitten","10.20241224.0","af-south-1","ami-003a025a7b759591f","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","af-south-1","ami-089536ad9cfa2762b","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ap-east-1","ami-0e84ede0c1b1e74d2","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ap-east-1","ami-0b939d067185f41f0","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ap-northeast-1","ami-0738091b1d7871c73","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ap-northeast-1","ami-0f66b5b1f80f092f2","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ap-northeast-2","ami-03380ebc953c38d98","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ap-northeast-2","ami-065eb5560d6e283e2","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ap-northeast-3","ami-0cf2e7964872a3a67","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ap-northeast-3","ami-081a4f93f4f8fa004","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ap-south-1","ami-0ab2253ec171baac1","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ap-south-1","ami-00b12d74d68dc00f5","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ap-south-2","ami-00641f75248a08352","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ap-south-2","ami-0ffb87d239d7dc340","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ap-southeast-1","ami-04bbd153560f8fd86","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ap-southeast-1","ami-0d409e6caa503a61f","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ap-southeast-2","ami-0ea66d346ec913568","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ap-southeast-2","ami-0f8cf346225214c94","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ap-southeast-3","ami-0b4968c6132843d8a","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ap-southeast-3","ami-06a47a5852c4af3e5","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ap-southeast-4","ami-0f777298d3966b133","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ap-southeast-4","ami-0bb909dbb3ba9f4d1","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ap-southeast-5","ami-0d072216791288e41","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ap-southeast-5","ami-0c3ecd395fbca6d04","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ca-central-1","ami-0aff3a555d8a3617f","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ca-central-1","ami-07a9d8cf652b4f10a","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","ca-west-1","ami-0f677373f33018843","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","ca-west-1","ami-07f027e6e5413f174","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","eu-central-1","ami-0a0bbf4c848af2af1","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","eu-central-1","ami-0f693a683dbf1fd95","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","eu-central-2","ami-067ea5dc64cd842e8","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","eu-central-2","ami-061acc19719b8de9d","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","eu-north-1","ami-02d5195aaa645b2d9","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","eu-north-1","ami-0ce0022d29435f7e9","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","eu-south-1","ami-06972e3fe5a2a3c06","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","eu-south-1","ami-0056c2304a516ba2c","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","eu-south-2","ami-0d43dc74e2b37823b","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","eu-south-2","ami-0fe51d7b3799f8dec","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","eu-west-1","ami-0a51dfd9da2585fa9","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","eu-west-1","ami-0cfe6d89937612e41","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","eu-west-2","ami-057a53259cd38c906","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","eu-west-2","ami-0dba1f2228979b999","aarch64"
"AlmaLinux OS Kitten","10.20241224.0","eu-west-3","ami-0aa77731591467751","x86_64"
"AlmaLinux OS Kitten","10.20241225.0","eu-west-3","ami-08a0055efacbfb16d","aarch64"
