"AlmaLinux OS","9.4.20240805","af-south-1","ami-0e87746d2c19bfd02","x86_64"
"AlmaLinux OS","9.4.20240805","af-south-1","ami-07f376107f1fe3c42","aarch64"
"AlmaLinux OS","9.4.20240805","ap-east-1","ami-07a4221196f0ce8b0","x86_64"
"AlmaLinux OS","9.4.20240805","ap-east-1","ami-05a3ff798c720298b","aarch64"
"AlmaLinux OS","9.4.20240805","ap-northeast-1","ami-09d950a43d85748ca","x86_64"
"AlmaLinux OS","9.4.20240805","ap-northeast-1","ami-03f57d8564b290e36","aarch64"
"AlmaLinux OS","9.4.20240805","ap-northeast-2","ami-0beed408c3400a3ca","x86_64"
"AlmaLinux OS","9.4.20240805","ap-northeast-2","ami-070a67d78f8c7f7ca","aarch64"
"AlmaLinux OS","9.4.20240805","ap-northeast-3","ami-02eef1615b5e0c66c","x86_64"
"AlmaLinux OS","9.4.20240805","ap-northeast-3","ami-02f2f994b5d15a2c7","aarch64"
"AlmaLinux OS","9.4.20240805","ap-south-1","ami-0176d9f86b4b5ce21","x86_64"
"AlmaLinux OS","9.4.20240805","ap-south-1","ami-02fcacaa6bed65f9e","aarch64"
"AlmaLinux OS","9.4.20240805","ap-south-2","ami-02a4a30d0afdc930b","x86_64"
"AlmaLinux OS","9.4.20240805","ap-south-2","ami-0d5be6987b0ba90c2","aarch64"
"AlmaLinux OS","9.4.20240805","ap-southeast-1","ami-0febea321b402d0c6","x86_64"
"AlmaLinux OS","9.4.20240805","ap-southeast-1","ami-01ff71222477b174e","aarch64"
"AlmaLinux OS","9.4.20240805","ap-southeast-2","ami-0bcf592d89df55135","x86_64"
"AlmaLinux OS","9.4.20240805","ap-southeast-2","ami-051c2942e0c3aeb35","aarch64"
"AlmaLinux OS","9.4.20240805","ap-southeast-3","ami-036a281cf45dd00ad","x86_64"
"AlmaLinux OS","9.4.20240805","ap-southeast-3","ami-06047dfa1c3157023","aarch64"
"AlmaLinux OS","9.4.20240805","ap-southeast-4","ami-050c5f10e4203a49b","x86_64"
"AlmaLinux OS","9.4.20240805","ap-southeast-4","ami-05397e84cdd736c44","aarch64"
"AlmaLinux OS","9.4.20240805","ca-central-1","ami-03a225246dbb48513","x86_64"
"AlmaLinux OS","9.4.20240805","ca-central-1","ami-0f4e08e6a32967a32","aarch64"
"AlmaLinux OS","9.4.20240805","ca-west-1","ami-03d543a49debcb97e","x86_64"
"AlmaLinux OS","9.4.20240805","ca-west-1","ami-0909866a908f1d9f8","aarch64"
"AlmaLinux OS","9.4.20240805","eu-central-1","ami-0e9c75acd47af13bf","x86_64"
"AlmaLinux OS","9.4.20240805","eu-central-1","ami-08431b408352123c1","aarch64"
"AlmaLinux OS","9.4.20240805","eu-central-2","ami-0c411973ace5cefbc","x86_64"
"AlmaLinux OS","9.4.20240805","eu-central-2","ami-0bfd60bf5029fc57c","aarch64"
"AlmaLinux OS","9.4.20240805","eu-north-1","ami-00212882da11367e3","x86_64"
"AlmaLinux OS","9.4.20240805","eu-north-1","ami-0baa8a7591084b38f","aarch64"
"AlmaLinux OS","9.4.20240805","eu-south-1","ami-049e5bcefbfefd53e","x86_64"
"AlmaLinux OS","9.4.20240805","eu-south-1","ami-0ab3fad7bcb53c82f","aarch64"
"AlmaLinux OS","9.4.20240805","eu-south-2","ami-01a8195d39d8d80c1","x86_64"
"AlmaLinux OS","9.4.20240805","eu-south-2","ami-059bf737838571605","aarch64"
"AlmaLinux OS","9.4.20240805","eu-west-1","ami-0280f3435efef7b27","x86_64"
"AlmaLinux OS","9.4.20240805","eu-west-1","ami-0cf5f6f1d7001459a","aarch64"
"AlmaLinux OS","9.4.20240805","eu-west-2","ami-0c7a3096aa4ffe3a6","x86_64"
"AlmaLinux OS","9.4.20240805","eu-west-2","ami-04df570ea6d78b9dc","aarch64"
"AlmaLinux OS","9.4.20240805","eu-west-3","ami-062ae5f2478e913b9","x86_64"
"AlmaLinux OS","9.4.20240805","eu-west-3","ami-01d94ff69cb167b04","aarch64"
"AlmaLinux OS","9.4.20240805","il-central-1","ami-016ecd679b3d82b11","x86_64"
"AlmaLinux OS","9.4.20240805","il-central-1","ami-065e37062ffde64cf","aarch64"
"AlmaLinux OS","9.4.20240805","me-central-1","ami-04f015b2053327186","x86_64"
"AlmaLinux OS","9.4.20240805","me-central-1","ami-020aed64f6bdb90db","aarch64"
"AlmaLinux OS","9.4.20240805","me-south-1","ami-0fecad4b5e365d4a0","x86_64"
"AlmaLinux OS","9.4.20240805","me-south-1","ami-0dd62eaeffb11f6ba","aarch64"
"AlmaLinux OS","9.4.20240805","sa-east-1","ami-0c73a0a7051b38c3d","x86_64"
"AlmaLinux OS","9.4.20240805","sa-east-1","ami-0df417aff6078932d","aarch64"
"AlmaLinux OS","9.4.20240805","us-east-1","ami-0c2163c916f8dd3c8","x86_64"
"AlmaLinux OS","9.4.20240805","us-east-1","ami-0ba8fa4bea636d73f","aarch64"
"AlmaLinux OS","9.4.20240805","us-east-2","ami-08b29382556696ac9","x86_64"
"AlmaLinux OS","9.4.20240805","us-east-2","ami-0268fd9e4b0c56720","aarch64"
"AlmaLinux OS","9.4.20240805","us-west-1","ami-02ec64f2fdc14259e","x86_64"
"AlmaLinux OS","9.4.20240805","us-west-1","ami-0d2bc1b9cfecc72b5","aarch64"
"AlmaLinux OS","9.4.20240805","us-west-2","ami-08e91d25fdc31fc28","x86_64"
"AlmaLinux OS","9.4.20240805","us-west-2","ami-0433d4230c53f3ee8","aarch64"
"AlmaLinux OS","8.10.20240530","af-south-1","ami-0fdcf2e915f91e580","x86_64"
"AlmaLinux OS","8.10.20240530","af-south-1","ami-01b7214ef37761bf4","aarch64"
"AlmaLinux OS","8.10.20240530","ap-east-1","ami-0bde3030aba4acbd1","x86_64"
"AlmaLinux OS","8.10.20240530","ap-east-1","ami-0b96caad4332cb4e9","aarch64"
"AlmaLinux OS","8.10.20240530","ap-northeast-1","ami-0c972979a1769dfa1","x86_64"
"AlmaLinux OS","8.10.20240530","ap-northeast-1","ami-014a0dce34fe6e080","aarch64"
"AlmaLinux OS","8.10.20240530","ap-northeast-2","ami-0daea0902fa79408c","x86_64"
"AlmaLinux OS","8.10.20240530","ap-northeast-2","ami-0d3272a495a10d44b","aarch64"
"AlmaLinux OS","8.10.20240530","ap-northeast-3","ami-066e641c1cedca18e","x86_64"
"AlmaLinux OS","8.10.20240530","ap-northeast-3","ami-0bedcfea9f38ee86a","aarch64"
"AlmaLinux OS","8.10.20240530","ap-south-1","ami-01bc1d9ab81ff260f","x86_64"
"AlmaLinux OS","8.10.20240530","ap-south-1","ami-07ff2678e1b9e6c3f","aarch64"
"AlmaLinux OS","8.10.20240530","ap-south-2","ami-024e9b982b6267ee5","x86_64"
"AlmaLinux OS","8.10.20240530","ap-south-2","ami-053ee04ccfbf0854e","aarch64"
"AlmaLinux OS","8.10.20240530","ap-southeast-1","ami-06a17ffc4b76f004f","x86_64"
"AlmaLinux OS","8.10.20240530","ap-southeast-1","ami-057b1e1ae4a517b9f","aarch64"
"AlmaLinux OS","8.10.20240530","ap-southeast-2","ami-04bb899bf6316e668","x86_64"
"AlmaLinux OS","8.10.20240530","ap-southeast-2","ami-0e6f103ec4d15c0ad","aarch64"
